cycle,voltage,current,temperature,true_soc
738,12.437,-14.685,36.78,78.21
739,12.53,-11.713,36.8,78.18
740,12.538,-10.804,36.81,78.16
741,12.608,-10.979,36.82,78.14
742,12.461,-12.663,36.83,78.12
743,12.469,-13.681,36.84,78.09
744,12.501,-11.577,36.86,78.07
745,12.434,-14.185,36.87,78.04
746,12.607,-11.176,36.88,78.01
747,12.359,-14.764,36.9,77.99
748,12.484,-12.906,36.91,77.96
749,12.584,-11.395,36.92,77.94
750,13.876,14.38,36.93,77.97
751,13.746,11.781,36.95,77.99
752,13.433,5.527,36.95,78.0
753,13.753,13.606,36.97,78.03
754,13.705,12.531,36.98,78.05
755,13.56,9.53,36.99,78.07
756,13.498,6.925,36.99,78.08
757,13.407,6.596,37.0,78.1
758,13.781,13.309,37.01,78.12
759,13.453,7.483,37.02,78.14
760,13.707,11.464,37.03,78.16
761,13.794,13.704,37.05,78.19
762,13.471,7.429,37.05,78.2
763,13.904,14.738,37.07,78.23
764,13.639,10.501,37.08,78.26
765,12.525,-12.268,37.09,78.23
766,12.442,-13.896,37.11,78.2
767,12.498,-13.26,37.12,78.18
768,12.568,-10.988,37.13,78.15
769,12.474,-12.062,37.14,78.13
770,12.421,-14.617,37.16,78.1
771,12.544,-10.75,37.17,78.08
772,12.55,-11.59,37.18,78.06
773,12.384,-14.078,37.19,78.03
774,12.57,-10.472,37.2,78.01
775,12.63,-10.083,37.21,77.99
776,12.427,-13.735,37.23,77.96
777,12.387,-14.765,37.24,77.93
778,12.558,-11.69,37.25,77.91
779,12.559,-10.936,37.26,77.89
780,12.485,-11.878,37.28,77.86
781,12.535,-11.005,37.29,77.84
782,12.531,-12.409,37.3,77.81
783,12.587,-10.631,37.31,77.79
784,12.562,-11.612,37.32,77.77
785,12.49,-13.091,37.34,77.74
786,12.454,-13.563,37.35,77.72
787,12.437,-13.408,37.36,77.69
788,12.462,-12.073,37.37,77.67
789,12.55,-10.297,37.38,77.65
790,12.402,-13.479,37.4,77.62
791,12.404,-13.978,37.41,77.59
792,12.343,-14.739,37.43,77.56
793,12.411,-14.261,37.44,77.53
794,12.482,-11.447,37.45,77.51
795,12.426,-12.503,37.46,77.48
796,12.435,-13.975,37.48,77.46
797,12.583,-10.166,37.49,77.44
798,12.585,-10.96,37.5,77.41
799,12.417,-14.14,37.51,77.39
800,10.588,-49.23,37.56,77.29
801,11.019,-40.585,37.6,77.21
802,10.981,-41.986,37.65,77.12
803,10.689,-48.736,37.69,77.02
804,11.03,-41.385,37.74,76.94
805,10.688,-48.235,37.78,76.85
806,10.608,-48.929,37.83,76.75
807,10.748,-46.645,37.88,76.65
808,10.639,-48.511,37.93,76.56
809,10.793,-46.051,37.97,76.47
810,12.429,-11.803,37.99,76.44
811,12.43,-12.666,38.0,76.42
812,12.469,-12.507,38.01,76.39
813,12.458,-11.405,38.02,76.37
814,12.493,-10.891,38.03,76.35
815,12.524,-10.576,38.04,76.33
816,12.479,-11.873,38.06,76.3
817,12.425,-12.323,38.07,76.28
818,12.56,-10.652,38.08,76.26
819,12.356,-14.656,38.09,76.23
820,12.315,-13.981,38.11,76.2
821,12.421,-12.503,38.12,76.17
822,12.318,-13.766,38.13,76.15
823,12.341,-13.556,38.15,76.12
824,12.47,-12.168,38.16,76.09
825,12.35,-14.791,38.17,76.06
826,12.445,-12.915,38.19,76.04
827,12.286,-14.592,38.2,76.01
828,12.571,-10.149,38.21,75.99
829,12.49,-11.678,38.22,75.97
830,12.534,-10.462,38.23,75.95
831,12.332,-13.607,38.25,75.92
832,12.394,-12.348,38.26,75.89
833,12.443,-12.128,38.27,75.87
834,12.415,-13.095,38.29,75.84
835,12.4,-13.57,38.3,75.82
836,12.483,-11.716,38.31,75.79
837,12.39,-12.022,38.32,75.77
838,12.372,-13.223,38.34,75.74
839,12.341,-13.101,38.35,75.72
840,12.465,-11.944,38.36,75.69
841,12.296,-14.144,38.38,75.66
842,12.479,-10.348,38.39,75.64
843,12.338,-14.47,38.4,75.61
844,12.405,-11.579,38.41,75.59
845,12.457,-12.041,38.42,75.57
846,12.371,-12.207,38.44,75.54
847,12.386,-12.71,38.45,75.52
848,12.345,-14.269,38.46,75.49
849,12.262,-14.679,38.48,75.46
850,12.309,-13.209,38.49,75.43
851,12.346,-13.184,38.5,75.41
852,12.471,-10.764,38.51,75.38
853,12.364,-13.454,38.53,75.36
854,12.476,-11.316,38.54,75.34
855,12.432,-12.614,38.55,75.31
856,12.328,-13.579,38.57,75.28
857,12.366,-12.438,38.58,75.26
858,12.379,-12.209,38.59,75.23
859,12.372,-12.648,38.6,75.21
860,12.268,-14.592,38.62,75.18
861,12.235,-14.542,38.63,75.15
862,12.246,-14.766,38.65,75.12
863,12.379,-13.478,38.66,75.09
864,12.453,-11.788,38.67,75.07
865,12.476,-11.471,38.68,75.05
866,12.263,-13.818,38.7,75.02
867,12.436,-11.65,38.71,75.0
868,12.353,-13.04,38.72,74.97
869,12.324,-13.04,38.74,74.94
870,12.26,-14.354,38.75,74.92
871,12.474,-11.2,38.76,74.89
872,12.37,-13.373,38.77,74.87
873,12.299,-14.187,38.79,74.84
874,12.373,-12.506,38.8,74.81
875,12.394,-11.412,38.81,74.79
876,12.198,-14.864,38.83,74.76
877,12.375,-11.738,38.84,74.74
878,12.468,-10.115,38.85,74.72
879,12.431,-10.537,38.86,74.7
880,12.411,-11.056,38.87,74.67
881,12.211,-14.943,38.89,74.64
882,12.283,-13.825,38.9,74.62
883,12.509,-10.327,38.91,74.59
884,12.303,-12.798,38.92,74.57
885,12.325,-12.18,38.93,74.54
886,12.374,-11.273,38.95,74.52
887,12.252,-14.685,38.96,74.49
888,12.446,-10.813,38.97,74.47
889,12.44,-10.467,38.98,74.45
890,12.253,-14.637,39.0,74.42
891,12.466,-10.595,39.01,74.4
892,12.303,-12.98,39.02,74.37
893,12.309,-13.982,39.03,74.35
894,12.357,-12.095,39.05,74.32
895,12.318,-12.809,39.06,74.3
896,12.306,-13.842,39.07,74.27
897,12.327,-12.495,39.09,74.24
898,12.304,-14.257,39.1,74.22
899,12.302,-12.515,39.11,74.19
900,10.795,-43.087,39.16,74.1
901,10.559,-47.603,39.2,74.01
902,10.659,-45.466,39.25,73.92
903,10.888,-40.743,39.29,73.84
904,10.477,-49.577,39.34,73.74
905,10.732,-45.131,39.38,73.65
906,10.575,-47.337,39.43,73.55
907,10.87,-42.281,39.47,73.47
908,10.501,-48.065,39.52,73.37
909,10.587,-46.51,39.57,73.28
910,13.167,5.199,39.57,73.29
911,13.255,6.047,39.58,73.3
912,13.455,10.0,39.59,73.32
913,13.187,5.476,39.59,73.33
914,13.358,8.629,39.6,73.35
915,12.267,-13.348,39.62,73.32
916,12.387,-10.484,39.63,73.3
917,12.359,-11.617,39.64,73.28
918,12.302,-11.609,39.65,73.26
919,12.331,-11.75,39.66,73.23
920,12.279,-13.093,39.68,73.21
921,12.231,-14.336,39.69,73.18
922,12.208,-14.449,39.7,73.15
923,12.279,-12.222,39.72,73.12
924,12.259,-13.78,39.73,73.1
925,12.441,-10.318,39.74,73.08
926,12.329,-12.294,39.75,73.05
927,12.417,-10.67,39.76,73.03
928,12.215,-14.473,39.78,73.0
929,12.364,-11.948,39.79,72.98
930,12.313,-11.417,39.8,72.95
931,12.341,-10.533,39.81,72.93
932,12.365,-10.346,39.82,72.91
933,12.268,-11.981,39.83,72.89
934,12.321,-11.195,39.85,72.87
935,12.219,-14.561,39.86,72.84
936,12.31,-12.455,39.87,72.81
937,12.202,-14.114,39.89,72.78
938,12.24,-13.973,39.9,72.76
939,12.275,-12.791,39.91,72.73
940,12.212,-12.97,39.93,72.7
941,12.306,-12.323,39.94,72.68
942,12.24,-13.399,39.95,72.65
943,12.31,-12.109,39.96,72.63
944,12.376,-10.988,39.97,72.61
945,12.307,-12.098,39.99,72.58
946,12.257,-13.7,40.0,72.55
947,12.168,-13.971,40.01,72.53
948,12.224,-13.648,40.03,72.5
949,12.158,-13.996,40.04,72.47
950,12.359,-10.37,40.05,72.45
951,12.269,-11.857,40.06,72.43
952,12.193,-13.737,40.08,72.4
953,12.288,-12.298,40.09,72.37
954,12.263,-11.772,40.1,72.35
955,12.223,-13.231,40.12,72.32
956,12.189,-14.147,40.13,72.3
957,12.277,-12.73,40.14,72.27
958,12.223,-12.377,40.15,72.25
959,12.3,-12.005,40.17,72.22
960,12.43,-10.149,40.18,72.2
961,12.297,-11.057,40.19,72.18
962,12.275,-11.632,40.2,72.16
963,12.187,-14.481,40.21,72.13
964,12.331,-11.707,40.23,72.1
965,12.329,-11.665,40.24,72.08
966,12.163,-13.564,40.25,72.05
967,12.187,-14.604,40.27,72.02
968,12.314,-11.181,40.28,72.0
969,12.403,-10.409,40.29,71.98
970,12.353,-10.628,40.3,71.96
971,12.227,-13.877,40.31,71.93
972,12.214,-13.016,40.32,71.91
973,12.22,-12.982,40.34,71.88
974,12.196,-13.17,40.35,71.85
975,12.199,-12.558,40.36,71.83
976,12.148,-14.462,40.38,71.8
977,12.175,-14.097,40.39,71.77
978,12.272,-11.207,40.4,71.75
979,12.153,-13.453,40.42,71.72
980,12.257,-12.859,40.43,71.7
981,12.383,-10.359,40.44,71.68
982,12.12,-14.795,40.45,71.65
983,12.222,-13.072,40.47,71.62
984,12.166,-13.646,40.48,71.59
985,12.22,-13.267,40.49,71.57
986,12.381,-10.351,40.5,71.55
987,12.285,-10.832,40.52,71.52
988,12.29,-12.036,40.53,71.5
989,12.15,-14.946,40.54,71.47
990,12.251,-12.158,40.55,71.45
991,12.164,-13.539,40.57,71.42
992,12.376,-10.4,40.58,71.4
993,12.34,-10.702,40.59,71.38
994,12.324,-11.411,40.6,71.35
995,12.295,-10.799,40.61,71.33
996,12.131,-14.206,40.63,71.3
997,12.14,-14.146,40.64,71.28
998,12.145,-13.758,40.65,71.25
999,12.3,-11.916,40.67,71.22
1000,10.791,-41.75,40.71,71.14
